route	dt	hour	minute	travelDistance	trafficCongestion	travelDuration	travelDurationTraffic 
work-to-home	2015-03-03	14	45	39.994	Heavy	1881	3359
work-to-home	2015-03-03	14	50	39.994	Heavy	1881	3595
work-to-home	2015-03-03	14	55	39.994	Heavy	1881	3593
work-to-home	2015-03-03	15	00	39.994	Heavy	1881	3702
work-to-home	2015-03-03	15	05	39.994	Heavy	1881	3885
work-to-home	2015-03-03	15	10	39.994	Heavy	1881	3811
work-to-home	2015-03-03	15	15	39.994	Heavy	1881	3859
work-to-home	2015-03-03	15	20	39.994	Heavy	1881	4064
work-to-home	2015-03-03	15	25	39.994	Heavy	1881	3891
work-to-home	2015-03-03	15	30	39.994	Heavy	1881	4082
work-to-home	2015-03-03	15	35	39.994	Heavy	1881	4278
work-to-home	2015-03-03	15	40	39.994	Heavy	1881	4394
work-to-home	2015-03-03	15	45	39.994	Heavy	1881	4330
work-to-home	2015-03-03	15	50	39.994	Heavy	1881	4322
work-to-home	2015-03-03	15	55	39.994	Heavy	1881	4765
work-to-home	2015-03-03	16	00	39.994	Heavy	1881	4786
work-to-home	2015-03-03	16	05	39.994	Heavy	1881	4905
work-to-home	2015-03-03	16	10	39.994	Heavy	1881	4661
work-to-home	2015-03-03	16	15	39.994	Heavy	1881	4726
work-to-home	2015-03-03	16	20	39.994	Heavy	1881	4810
work-to-home	2015-03-03	16	25	39.994	Heavy	1881	5291
work-to-home	2015-03-03	16	30	39.994	Heavy	1881	5177
work-to-home	2015-03-03	16	35	39.994	Heavy	1881	5180
work-to-home	2015-03-03	16	40	39.994	Heavy	1881	5094
work-to-home	2015-03-03	16	45	39.994	Heavy	1881	5172
work-to-home	2015-03-03	16	50	39.994	Heavy	1881	5131
work-to-home	2015-03-03	16	55	39.994	Heavy	1881	4844
work-to-home	2015-03-03	17	00	39.994	Heavy	1881	4958
work-to-home	2015-03-03	17	05	39.994	Heavy	1881	4689
work-to-home	2015-03-03	17	10	39.994	Heavy	1881	4778
work-to-home	2015-03-03	17	15	39.994	Heavy	1881	4964
work-to-home	2015-03-03	17	20	39.994	Heavy	1881	4835
work-to-home	2015-03-03	17	25	39.994	Heavy	1881	5098
work-to-home	2015-03-03	17	30	39.994	Heavy	1881	5066
work-to-home	2015-03-03	17	35	39.994	Heavy	1881	5297
work-to-home	2015-03-03	17	40	39.994	Heavy	1881	5215
work-to-home	2015-03-03	17	45	39.994	Heavy	1881	4994
work-to-home	2015-03-03	17	50	39.994	Heavy	1881	5058
work-to-home	2015-03-03	17	55	39.994	Heavy	1881	5089
work-to-home	2015-03-03	18	00	39.994	Heavy	1881	5086
work-to-home	2015-03-03	18	05	39.994	Heavy	1881	4826
work-to-home	2015-03-03	18	10	39.994	Heavy	1881	4566
work-to-home	2015-03-03	18	15	39.994	Heavy	1881	4671
work-to-home	2015-03-03	18	20	39.994	Heavy	1881	4384
work-to-home	2015-03-03	18	25	39.994	Heavy	1881	4400
work-to-home	2015-03-03	18	30	39.994	Heavy	1881	4268
work-to-home	2015-03-03	18	35	39.994	Heavy	1881	4209
work-to-home	2015-03-03	18	40	39.994	Heavy	1881	4268
work-to-home	2015-03-03	18	45	39.994	Heavy	1881	4272
work-to-home	2015-03-03	18	50	39.994	Heavy	1881	4250
work-to-home	2015-03-03	18	55	39.994	Heavy	1881	4061
work-to-home	2015-03-03	19	00	39.994	Heavy	1881	3798
work-to-home	2015-03-03	19	05	39.994	Heavy	1881	3482
work-to-home	2015-03-03	19	10	39.994	Heavy	1881	3413
work-to-home	2015-03-03	19	15	39.994	Heavy	1881	3410
work-to-home	2015-03-03	19	20	39.994	Heavy	1881	3351
work-to-home	2015-03-03	19	25	39.994	Heavy	1881	3117
work-to-home	2015-03-03	19	30	39.994	Heavy	1881	3162
work-to-home	2015-03-03	19	35	39.994	Heavy	1881	2921
work-to-home	2015-03-03	19	40	39.994	Heavy	1881	2969
work-to-home	2015-03-03	19	45	39.994	Heavy	1881	2845
work-to-home	2015-03-03	19	50	39.994	Medium	1881	2739
work-to-home	2015-03-03	19	55	39.994	Medium	1881	2686
work-to-home	2015-03-03	20	00	39.994	Medium	1881	2668
work-to-home	2015-03-03	20	05	39.994	Medium	1881	2555
work-to-home	2015-03-03	20	10	39.994	Medium	1881	2473
work-to-home	2015-03-03	20	15	39.994	Medium	1881	2413
work-to-home	2015-03-03	20	20	39.994	Medium	1881	2466
work-to-home	2015-03-03	20	25	39.994	Medium	1881	2495
work-to-home	2015-03-03	20	30	39.994	Medium	1881	2539
work-to-home	2015-03-03	20	35	39.994	Medium	1881	2508
work-to-home	2015-03-03	20	40	39.994	Medium	1881	2484
work-to-home	2015-03-03	20	45	39.994	Medium	1881	2470
work-to-home	2015-03-03	20	50	39.994	Medium	1881	2441
work-to-home	2015-03-03	20	55	39.994	Medium	1881	2459
work-to-home	2015-03-03	21	00	39.994	Medium	1881	2419
work-to-home	2015-03-03	21	05	39.994	Mild	1881	2329
work-to-home	2015-03-03	21	10	39.994	Mild	1881	2147
work-to-home	2015-03-03	21	15	39.994	Mild	1881	2149
work-to-home	2015-03-03	21	20	39.994	Mild	1881	2127
work-to-home	2015-03-03	21	25	39.994	Mild	1881	2118
work-to-home	2015-03-03	21	30	39.994	Mild	1881	2103
work-to-home	2015-03-03	21	35	39.994	Mild	1881	2080
work-to-home	2015-03-03	21	40	39.994	None	1881	2046
work-to-home	2015-03-03	21	45	39.994	None	1881	2020
work-to-home	2015-03-03	21	50	39.994	None	1881	2057
work-to-home	2015-03-03	21	55	39.994	None	1881	2036
work-to-home	2015-03-03	22	00	39.994	None	1881	2030
work-to-home	2015-03-03	22	05	39.994	None	1881	2025
work-to-home	2015-03-03	22	10	39.994	Mild	1881	2075
work-to-home	2015-03-03	22	15	39.994	Mild	1881	2075
work-to-home	2015-03-03	22	20	39.994	None	1881	2029
work-to-home	2015-03-03	22	25	39.994	None	1881	2043
work-to-home	2015-03-03	22	30	39.994	None	1881	2018
work-to-home	2015-03-03	22	35	39.994	None	1881	2000
work-to-home	2015-03-03	22	40	39.994	None	1881	2013
work-to-home	2015-03-03	22	45	39.994	None	1881	1993
work-to-home	2015-03-03	22	50	39.994	None	1881	2003
work-to-home	2015-03-03	22	55	39.994	Mild	1881	2089
work-to-home	2015-03-03	23	00	39.994	Mild	1881	2072
work-to-home	2015-03-03	23	05	39.994	None	1881	2052
work-to-home	2015-03-03	23	10	39.994	None	1881	1965
work-to-home	2015-03-03	23	15	39.994	None	1881	1959
work-to-home	2015-03-03	23	20	39.994	None	1881	1948
work-to-home	2015-03-03	23	25	39.994	None	1881	1955
work-to-home	2015-03-03	23	30	39.994	None	1881	1963
work-to-home	2015-03-03	23	35	39.994	None	1881	1912
work-to-home	2015-03-03	23	40	39.994	None	1881	1917
work-to-home	2015-03-03	23	45	39.994	None	1881	1908
work-to-home	2015-03-03	23	50	39.994	None	1881	1927
work-to-home	2015-03-03	23	55	39.994	None	1881	1944
Found 2015-03-11
home-to-work	2015-03-11	00	00	40.674	None	1772	1790
home-to-work	2015-03-11	00	05	40.674	None	1772	1786
home-to-work	2015-03-11	00	10	40.674	None	1772	1793
home-to-work	2015-03-11	00	15	40.674	None	1772	1807
home-to-work	2015-03-11	00	20	40.674	None	1772	1798
home-to-work	2015-03-11	00	25	40.674	None	1772	1785
home-to-work	2015-03-11	00	30	40.674	None	1772	1784
home-to-work	2015-03-11	00	35	40.674	None	1772	1787
home-to-work	2015-03-11	00	40	40.674	None	1772	1796
home-to-work	2015-03-11	00	45	40.674	None	1772	1787
home-to-work	2015-03-11	00	50	40.674	None	1772	1785
home-to-work	2015-03-11	00	55	40.674	None	1772	1785
home-to-work	2015-03-11	01	00	40.674	None	1772	1797
home-to-work	2015-03-11	01	05	40.674	None	1772	1793
home-to-work	2015-03-11	01	10	40.674	None	1772	1785
home-to-work	2015-03-11	01	15	40.674	None	1772	1785
home-to-work	2015-03-11	01	20	40.674	None	1772	1794
home-to-work	2015-03-11	01	25	40.674	None	1772	1792
home-to-work	2015-03-11	01	30	40.674	None	1772	1786
home-to-work	2015-03-11	01	35	40.674	None	1772	1786
home-to-work	2015-03-11	01	40	40.674	None	1772	1798
home-to-work	2015-03-11	01	45	40.674	None	1772	1797
home-to-work	2015-03-11	01	50	40.674	None	1772	1794
home-to-work	2015-03-11	01	55	40.674	None	1772	1784
home-to-work	2015-03-11	02	00	40.674	None	1772	1783
home-to-work	2015-03-11	02	05	40.674	None	1772	1796
home-to-work	2015-03-11	02	10	40.674	None	1772	1809
home-to-work	2015-03-11	02	15	40.674	None	1772	1828
home-to-work	2015-03-11	02	20	40.674	None	1772	1825
home-to-work	2015-03-11	02	25	40.674	None	1772	1804
home-to-work	2015-03-11	02	30	40.674	None	1772	1815
home-to-work	2015-03-11	02	35	40.674	None	1772	1806
home-to-work	2015-03-11	02	40	40.674	None	1772	1801
home-to-work	2015-03-11	02	45	40.674	None	1772	1800
home-to-work	2015-03-11	02	50	40.674	None	1772	1800
home-to-work	2015-03-11	02	55	40.674	None	1772	1790
home-to-work	2015-03-11	03	00	40.674	None	1772	1824
home-to-work	2015-03-11	03	05	40.674	None	1772	1817
home-to-work	2015-03-11	03	10	40.674	None	1772	1818
home-to-work	2015-03-11	03	15	40.674	None	1772	1818
home-to-work	2015-03-11	03	20	40.674	None	1772	1793
home-to-work	2015-03-11	03	25	40.674	None	1772	1800
home-to-work	2015-03-11	03	30	40.674	None	1772	1795
home-to-work	2015-03-11	03	35	40.674	None	1772	1814
home-to-work	2015-03-11	03	40	40.674	None	1772	1816
home-to-work	2015-03-11	03	45	40.674	None	1772	1815
home-to-work	2015-03-11	03	50	40.674	None	1772	1816
home-to-work	2015-03-11	03	55	40.674	None	1772	1817
home-to-work	2015-03-11	04	00	40.674	None	1772	1806
home-to-work	2015-03-11	04	05	40.674	None	1772	1800
home-to-work	2015-03-11	04	10	40.674	None	1772	1818
home-to-work	2015-03-11	04	15	40.674	None	1772	1824
home-to-work	2015-03-11	04	20	40.674	None	1772	1829
home-to-work	2015-03-11	04	25	40.674	None	1772	1798
home-to-work	2015-03-11	04	30	40.674	None	1772	1828
home-to-work	2015-03-11	04	35	40.674	None	1772	1824
home-to-work	2015-03-11	04	40	40.674	None	1772	1820
home-to-work	2015-03-11	04	45	40.674	None	1772	1806
home-to-work	2015-03-11	04	50	40.674	None	1772	1803
home-to-work	2015-03-11	04	55	40.674	None	1772	1795
home-to-work	2015-03-11	05	00	40.674	None	1772	1791
home-to-work	2015-03-11	05	05	40.674	None	1772	1792
home-to-work	2015-03-11	05	10	40.674	None	1772	1801
home-to-work	2015-03-11	05	15	40.674	None	1772	1809
home-to-work	2015-03-11	05	20	40.674	None	1772	1821
home-to-work	2015-03-11	05	25	40.674	None	1772	1805
home-to-work	2015-03-11	05	30	40.674	None	1772	1801
home-to-work	2015-03-11	05	35	40.674	None	1772	1814
home-to-work	2015-03-11	05	40	40.674	None	1772	1868
home-to-work	2015-03-11	05	45	40.674	None	1772	1870
home-to-work	2015-03-11	05	50	40.674	None	1772	1902
home-to-work	2015-03-11	05	55	40.674	Mild	1772	1959
home-to-work	2015-03-11	06	00	40.674	Mild	1772	2020
home-to-work	2015-03-11	06	05	40.674	Mild	1772	2050
home-to-work	2015-03-11	06	10	40.674	Mild	1772	2199
home-to-work	2015-03-11	06	15	40.674	Medium	1772	2357
home-to-work	2015-03-11	06	20	40.674	Medium	1772	2476
home-to-work	2015-03-11	06	25	40.674	Heavy	1772	2684
home-to-work	2015-03-11	06	30	40.674	Heavy	1772	2813
home-to-work	2015-03-11	06	35	40.674	Heavy	1772	3057
home-to-work	2015-03-11	06	40	40.674	Heavy	1772	3071
home-to-work	2015-03-11	06	45	40.674	Heavy	1772	3212
home-to-work	2015-03-11	06	50	40.674	Heavy	1772	3479
home-to-work	2015-03-11	06	55	40.674	Heavy	1772	3899
home-to-work	2015-03-11	07	00	40.674	Heavy	1772	3877
home-to-work	2015-03-11	07	05	40.674	Heavy	1772	4030
home-to-work	2015-03-11	07	10	40.674	Heavy	1772	4020
home-to-work	2015-03-11	07	15	40.674	Heavy	1772	4006
home-to-work	2015-03-11	07	20	40.674	Heavy	1772	4313
home-to-work	2015-03-11	07	25	40.674	Heavy	1772	4248
home-to-work	2015-03-11	07	35	40.674	Heavy	1772	4539
home-to-work	2015-03-11	07	40	40.674	Heavy	1772	4555
home-to-work	2015-03-11	07	45	40.674	Heavy	1772	4547
home-to-work	2015-03-11	07	50	40.674	Heavy	1772	4510
home-to-work	2015-03-11	07	55	40.674	Heavy	1772	4570
home-to-work	2015-03-11	08	00	40.674	Heavy	1772	4633
home-to-work	2015-03-11	08	05	40.674	Heavy	1772	4567
home-to-work	2015-03-11	08	10	40.674	Heavy	1772	4794
home-to-work	2015-03-11	08	15	40.674	Heavy	1772	4668
home-to-work	2015-03-11	08	20	40.674	Heavy	1772	4577
home-to-work	2015-03-11	08	25	40.674	Heavy	1772	4586
home-to-work	2015-03-11	08	30	40.674	Heavy	1772	4653
home-to-work	2015-03-11	08	35	40.674	Heavy	1772	4598
home-to-work	2015-03-11	08	40	40.674	Heavy	1772	4618
home-to-work	2015-03-11	08	45	40.674	Heavy	1772	4577
home-to-work	2015-03-11	08	50	40.674	Heavy	1772	4506
home-to-work	2015-03-11	08	55	40.674	Heavy	1772	4291
home-to-work	2015-03-11	09	00	40.674	Heavy	1772	4232
home-to-work	2015-03-11	09	05	40.674	Heavy	1772	4132
home-to-work	2015-03-11	09	10	40.674	Heavy	1772	4060
home-to-work	2015-03-11	09	15	40.674	Heavy	1772	4002
home-to-work	2015-03-11	09	20	40.674	Heavy	1772	3932
home-to-work	2015-03-11	09	25	40.674	Heavy	1772	3777
home-to-work	2015-03-11	09	30	40.674	Heavy	1772	3780
home-to-work	2015-03-11	09	35	40.674	Heavy	1772	3795
home-to-work	2015-03-11	09	40	40.674	Heavy	1772	3769
home-to-work	2015-03-11	09	45	40.674	Heavy	1772	3816
home-to-work	2015-03-11	09	50	40.674	Heavy	1772	3654
home-to-work	2015-03-11	09	55	40.674	Heavy	1772	3570
home-to-work	2015-03-11	10	00	40.674	Heavy	1772	3572
home-to-work	2015-03-11	10	05	40.674	Heavy	1772	3487
home-to-work	2015-03-11	10	10	40.674	Heavy	1772	3294
home-to-work	2015-03-11	10	15	40.674	Heavy	1772	3329
home-to-work	2015-03-11	10	20	40.674	Heavy	1772	3172
home-to-work	2015-03-11	10	25	40.674	Heavy	1772	3125
home-to-work	2015-03-11	10	30	40.674	Heavy	1772	3058
home-to-work	2015-03-11	10	35	40.674	Heavy	1772	2950
home-to-work	2015-03-11	10	40	40.674	Heavy	1772	2760
home-to-work	2015-03-11	10	45	40.674	Heavy	1772	2794
home-to-work	2015-03-11	10	50	40.674	Heavy	1772	2735
home-to-work	2015-03-11	10	55	40.674	Heavy	1772	2765
home-to-work	2015-03-11	11	00	40.674	Heavy	1772	2738
home-to-work	2015-03-11	11	05	40.674	Heavy	1772	2734
home-to-work	2015-03-11	11	10	40.674	Heavy	1772	2685
home-to-work	2015-03-11	11	15	40.674	Heavy	1772	2687
home-to-work	2015-03-11	11	20	40.674	Medium	1772	2500
home-to-work	2015-03-11	11	25	40.674	Medium	1772	2427
home-to-work	2015-03-11	11	30	40.674	Medium	1772	2441
home-to-work	2015-03-11	11	35	40.674	Medium	1772	2372
home-to-work	2015-03-11	11	40	40.674	Medium	1772	2368
home-to-work	2015-03-11	11	45	40.674	Medium	1772	2341
home-to-work	2015-03-11	11	50	40.674	Medium	1772	2388
home-to-work	2015-03-11	11	55	40.674	Medium	1772	2291
home-to-work	2015-03-11	12	00	40.674	Medium	1772	2287
home-to-work	2015-03-11	12	05	40.674	Mild	1772	2210
home-to-work	2015-03-11	12	10	40.674	Medium	1772	2231
home-to-work	2015-03-11	12	15	40.674	Mild	1772	2186
home-to-work	2015-03-11	12	20	40.674	Mild	1772	2188
home-to-work	2015-03-11	12	25	40.674	Medium	1772	2232
home-to-work	2015-03-11	12	30	40.674	Medium	1772	2319
home-to-work	2015-03-11	12	35	40.674	Medium	1772	2264
home-to-work	2015-03-11	12	40	40.674	Medium	1772	2327
home-to-work	2015-03-11	12	45	40.674	Medium	1772	2251
home-to-work	2015-03-11	12	50	40.674	Medium	1772	2230
home-to-work	2015-03-11	12	55	40.674	Mild	1772	2167
home-to-work	2015-03-11	13	00	40.674	Mild	1772	2192
home-to-work	2015-03-11	13	05	40.674	Medium	1772	2270
home-to-work	2015-03-11	13	10	40.674	Mild	1772	2194
home-to-work	2015-03-11	13	15	40.674	Medium	1772	2229
home-to-work	2015-03-11	13	20	40.674	Medium	1772	2216
home-to-work	2015-03-11	13	25	40.674	Mild	1772	2155
home-to-work	2015-03-11	13	30	40.674	Mild	1772	2191
home-to-work	2015-03-11	13	35	40.674	Mild	1772	2160
home-to-work	2015-03-11	13	40	40.674	Medium	1772	2249
home-to-work	2015-03-11	13	45	40.674	Medium	1772	2228
home-to-work	2015-03-11	13	50	40.674	Mild	1772	2168
home-to-work	2015-03-11	13	55	40.674	Mild	1772	2174
home-to-work	2015-03-11	14	00	40.674	Mild	1772	2170
home-to-work	2015-03-11	14	05	40.674	Mild	1772	2193
home-to-work	2015-03-11	14	10	40.674	Mild	1772	2205
home-to-work	2015-03-11	14	15	40.674	Medium	1772	2221
home-to-work	2015-03-11	14	20	40.674	Medium	1772	2261
home-to-work	2015-03-11	14	25	40.674	Medium	1772	2270
home-to-work	2015-03-11	14	30	40.674	Medium	1772	2252
home-to-work	2015-03-11	14	35	40.674	Mild	1772	2193
home-to-work	2015-03-11	14	40	40.674	Medium	1772	2229
home-to-work	2015-03-11	14	45	40.674	Medium	1772	2303
home-to-work	2015-03-11	14	50	40.674	Medium	1772	2479
home-to-work	2015-03-11	14	55	40.674	Medium	1772	2335
home-to-work	2015-03-11	15	00	40.674	Medium	1772	2416
home-to-work	2015-03-11	15	05	40.674	Medium	1772	2274
home-to-work	2015-03-11	15	10	40.674	Medium	1772	2259
home-to-work	2015-03-11	15	15	40.674	Medium	1772	2275
home-to-work	2015-03-11	15	20	40.674	Mild	1772	2194
home-to-work	2015-03-11	15	25	40.674	Medium	1772	2324
home-to-work	2015-03-11	15	30	40.674	Medium	1772	2319
home-to-work	2015-03-11	15	35	40.674	Medium	1772	2382
home-to-work	2015-03-11	15	40	40.674	Medium	1772	2383
home-to-work	2015-03-11	15	45	40.674	Medium	1772	2510
home-to-work	2015-03-11	15	50	40.674	Medium	1772	2614
home-to-work	2015-03-11	15	55	40.674	Heavy	1772	2777
home-to-work	2015-03-11	16	00	40.674	Medium	1772	2625
home-to-work	2015-03-11	16	05	40.674	Medium	1772	2610
home-to-work	2015-03-11	16	10	40.674	Medium	1772	2504
home-to-work	2015-03-11	16	15	40.674	Medium	1772	2406
home-to-work	2015-03-11	16	20	40.674	Medium	1772	2446
home-to-work	2015-03-11	16	25	40.674	Medium	1772	2523
home-to-work	2015-03-11	16	30	40.674	Medium	1772	2488
home-to-work	2015-03-11	16	35	40.674	Heavy	1772	2696
home-to-work	2015-03-11	16	40	40.674	Heavy	1772	2752
home-to-work	2015-03-11	16	45	40.674	Heavy	1772	2773
home-to-work	2015-03-11	16	50	40.674	Medium	1772	2643
home-to-work	2015-03-11	16	55	40.674	Heavy	1772	2762
home-to-work	2015-03-11	17	00	40.674	Medium	1772	2592
home-to-work	2015-03-11	17	05	40.674	Heavy	1772	2799
home-to-work	2015-03-11	17	10	40.674	Heavy	1772	2941
home-to-work	2015-03-11	17	15	40.674	Heavy	1772	2999
home-to-work	2015-03-11	17	20	40.674	Heavy	1772	2965
home-to-work	2015-03-11	17	25	40.674	Heavy	1772	3254
home-to-work	2015-03-11	17	30	40.674	Heavy	1772	3012
home-to-work	2015-03-11	17	35	40.674	Heavy	1772	2974
home-to-work	2015-03-11	17	40	40.674	Heavy	1772	3118
home-to-work	2015-03-11	17	45	40.674	Heavy	1772	3237
home-to-work	2015-03-11	17	50	40.674	Heavy	1772	3076
home-to-work	2015-03-11	17	55	40.674	Heavy	1772	3079
home-to-work	2015-03-11	18	00	40.674	Heavy	1772	3058
home-to-work	2015-03-11	18	05	40.674	Heavy	1772	3016
home-to-work	2015-03-11	18	10	40.674	Heavy	1772	2977
home-to-work	2015-03-11	18	15	40.674	Heavy	1772	3037
home-to-work	2015-03-11	18	20	40.674	Heavy	1772	3087
home-to-work	2015-03-11	18	25	40.674	Heavy	1772	2982
home-to-work	2015-03-11	18	30	40.674	Heavy	1772	2808
home-to-work	2015-03-11	18	35	40.674	Medium	1772	2597
home-to-work	2015-03-11	18	40	40.674	Heavy	1772	2663
home-to-work	2015-03-11	18	45	40.674	Medium	1772	2652
home-to-work	2015-03-11	18	50	40.674	Medium	1772	2627
home-to-work	2015-03-11	18	55	40.674	Medium	1772	2614
home-to-work	2015-03-11	19	00	40.674	Heavy	1772	2672
home-to-work	2015-03-11	19	05	40.674	Medium	1772	2571
home-to-work	2015-03-11	19	10	40.674	Medium	1772	2415
home-to-work	2015-03-11	19	15	40.674	Medium	1772	2318
home-to-work	2015-03-11	19	20	40.674	Medium	1772	2444
home-to-work	2015-03-11	19	25	40.674	Medium	1772	2303
home-to-work	2015-03-11	19	30	40.674	Medium	1772	2239
home-to-work	2015-03-11	19	35	40.674	Mild	1772	2188
home-to-work	2015-03-11	19	40	40.674	Mild	1772	2133
home-to-work	2015-03-11	19	45	40.674	Mild	1772	2103
home-to-work	2015-03-11	19	50	40.674	Mild	1772	2126
home-to-work	2015-03-11	19	55	40.674	Mild	1772	2025
home-to-work	2015-03-11	20	00	40.674	Mild	1772	1980
home-to-work	2015-03-11	20	05	40.674	Mild	1772	1994
home-to-work	2015-03-11	20	10	40.674	Mild	1772	1989
home-to-work	2015-03-11	20	15	40.674	Mild	1772	1979
home-to-work	2015-03-11	20	20	40.674	Mild	1772	2043
home-to-work	2015-03-11	20	25	40.674	Mild	1772	2119
home-to-work	2015-03-11	20	30	40.674	Mild	1772	2006
home-to-work	2015-03-11	20	35	40.674	Mild	1772	1963
home-to-work	2015-03-11	20	40	40.674	Mild	1772	1969
home-to-work	2015-03-11	20	45	40.674	Mild	1772	1998
home-to-work	2015-03-11	20	50	40.674	Mild	1772	1971
home-to-work	2015-03-11	20	55	40.674	Mild	1772	1961
home-to-work	2015-03-11	21	00	40.674	None	1772	1949
home-to-work	2015-03-11	21	05	40.674	Mild	1772	1951
home-to-work	2015-03-11	21	10	40.674	Mild	1772	1995
home-to-work	2015-03-11	21	15	40.674	Mild	1772	1997
home-to-work	2015-03-11	21	20	40.674	Mild	1772	1964
home-to-work	2015-03-11	21	25	40.674	Mild	1772	1950
home-to-work	2015-03-11	21	30	40.674	Mild	1772	1975
home-to-work	2015-03-11	21	35	40.674	Mild	1772	1977
home-to-work	2015-03-11	21	40	40.674	Mild	1772	1990
home-to-work	2015-03-11	21	45	40.674	Mild	1772	2002
home-to-work	2015-03-11	21	50	40.674	Mild	1772	1982
home-to-work	2015-03-11	21	55	40.674	Mild	1772	1973
home-to-work	2015-03-11	22	00	40.674	Mild	1772	1975
home-to-work	2015-03-11	22	05	40.674	Mild	1772	1973
home-to-work	2015-03-11	22	10	40.674	Mild	1772	1964
home-to-work	2015-03-11	22	15	40.674	Mild	1772	1951
home-to-work	2015-03-11	22	20	40.674	Mild	1772	1952
home-to-work	2015-03-11	22	25	40.674	None	1772	1938
home-to-work	2015-03-11	22	30	40.674	Mild	1772	1959
home-to-work	2015-03-11	22	35	40.674	None	1772	1932
home-to-work	2015-03-11	22	40	40.674	None	1772	1930
home-to-work	2015-03-11	22	45	40.674	None	1772	1935
home-to-work	2015-03-11	22	50	40.674	None	1772	1938
home-to-work	2015-03-11	22	55	40.674	None	1772	1936
home-to-work	2015-03-11	23	00	40.674	None	1772	1931
home-to-work	2015-03-11	23	05	40.674	None	1772	1940
home-to-work	2015-03-11	23	10	40.674	Mild	1772	1950
home-to-work	2015-03-11	23	15	40.674	Mild	1772	1987
home-to-work	2015-03-11	23	20	40.674	Mild	1772	2021
home-to-work	2015-03-11	23	25	40.674	Mild	1772	2115
home-to-work	2015-03-11	23	30	40.674	Mild	1772	2012
home-to-work	2015-03-11	23	35	40.674	Mild	1772	1970
home-to-work	2015-03-11	23	40	40.674	None	1772	1893
home-to-work	2015-03-11	23	45	40.674	None	1772	1852
home-to-work	2015-03-11	23	50	40.674	None	1772	1825
home-to-work	2015-03-11	23	55	40.674	None	1772	1789
work-to-home	2015-03-11	00	00	39.994	None	1881	1907
work-to-home	2015-03-11	00	05	39.994	None	1881	1908
work-to-home	2015-03-11	00	10	39.994	None	1881	1900
work-to-home	2015-03-11	00	15	39.994	None	1881	1924
work-to-home	2015-03-11	00	20	39.994	None	1881	1911
work-to-home	2015-03-11	00	25	39.994	None	1881	1920
work-to-home	2015-03-11	00	30	39.994	None	1881	1923
work-to-home	2015-03-11	00	35	39.994	None	1881	1918
work-to-home	2015-03-11	00	40	39.994	None	1881	1947
work-to-home	2015-03-11	00	45	39.994	None	1881	1918
work-to-home	2015-03-11	00	50	39.994	None	1881	1971
work-to-home	2015-03-11	00	55	39.994	None	1881	1973
work-to-home	2015-03-11	01	00	39.994	None	1881	1911
work-to-home	2015-03-11	01	05	39.994	None	1881	1908
work-to-home	2015-03-11	01	10	39.994	None	1881	1911
work-to-home	2015-03-11	01	15	39.994	None	1881	1904
work-to-home	2015-03-11	01	20	39.994	None	1881	1903
work-to-home	2015-03-11	01	25	39.994	None	1881	1989
work-to-home	2015-03-11	01	30	39.994	None	1881	1990
work-to-home	2015-03-11	01	35	39.994	None	1881	1974
work-to-home	2015-03-11	01	40	39.994	None	1881	1913
work-to-home	2015-03-11	01	45	39.994	None	1881	1927
work-to-home	2015-03-11	01	50	39.994	None	1881	1918
work-to-home	2015-03-11	01	55	39.994	None	1881	1905
work-to-home	2015-03-11	02	00	39.994	None	1881	1899
work-to-home	2015-03-11	02	05	39.994	None	1881	1904
work-to-home	2015-03-11	02	10	39.994	None	1881	1919
work-to-home	2015-03-11	02	15	39.994	None	1881	1915
work-to-home	2015-03-11	02	20	39.994	None	1881	1952
work-to-home	2015-03-11	02	25	39.994	None	1881	1967
work-to-home	2015-03-11	02	30	39.994	None	1881	1936
work-to-home	2015-03-11	02	35	39.994	None	1881	1920
work-to-home	2015-03-11	02	40	39.994	None	1881	1913
work-to-home	2015-03-11	02	45	39.994	None	1881	1921
work-to-home	2015-03-11	02	50	39.994	None	1881	1931
work-to-home	2015-03-11	02	55	39.994	None	1881	1920
work-to-home	2015-03-11	03	00	39.994	None	1881	1946
work-to-home	2015-03-11	03	05	39.994	None	1881	1907
work-to-home	2015-03-11	03	10	39.994	None	1881	1903
work-to-home	2015-03-11	03	15	39.994	None	1881	1905
work-to-home	2015-03-11	03	20	39.994	None	1881	1904
work-to-home	2015-03-11	03	25	39.994	None	1881	1927
work-to-home	2015-03-11	03	30	39.994	None	1881	1937
work-to-home	2015-03-11	03	35	39.994	None	1881	1909
work-to-home	2015-03-11	03	40	39.994	None	1881	1922
work-to-home	2015-03-11	03	45	39.994	None	1881	1905
work-to-home	2015-03-11	03	50	39.994	None	1881	1931
work-to-home	2015-03-11	03	55	39.994	None	1881	1911
work-to-home	2015-03-11	04	00	39.994	None	1881	1911
work-to-home	2015-03-11	04	05	39.994	None	1881	1911
work-to-home	2015-03-11	04	10	39.994	None	1881	1926
work-to-home	2015-03-11	04	15	39.994	None	1881	1925
work-to-home	2015-03-11	04	20	39.994	None	1881	1911
work-to-home	2015-03-11	04	25	39.994	None	1881	1923
work-to-home	2015-03-11	04	30	39.994	None	1881	1916
work-to-home	2015-03-11	04	35	39.994	None	1881	1931
work-to-home	2015-03-11	04	40	39.994	None	1881	1925
work-to-home	2015-03-11	04	45	39.994	None	1881	1951
